,epoch,valuex,valuey,valuez,mag
0,1517194262200,0.0014575195312500067,0.007040039062500059,-0.0015000000000000013,0.007344148227364556
1,1517194262282,-7.324218749993339e-06,-0.0017490234374999414,-0.0005234375000000013,0.0018256843772981848
2,1517194262365,-7.324218749993339e-06,0.0006923828125000586,-3.515625000000133e-05,0.0006933134681656282
3,1517194262440,-7.324218749993339e-06,0.00020410156250005862,0.00045312499999999867,0.0004970245040440782
4,1517194262522,-7.324218749993339e-06,-0.0007724609374999414,0.00045312499999999867,0.0008955846189883928
5,1517194262605,-0.0004956054687499933,-0.0002841796874999414,-0.0005234375000000013,0.0007748352675560892
6,1517194262680,-0.0004956054687499933,-0.0002841796874999414,0.00045312499999999867,0.0007291811442072977
7,1517194262762,-7.324218749993339e-06,0.00020410156250005862,-3.515625000000133e-05,0.0002072367098496926
8,1517194262845,-0.0004956054687499933,0.00020410156250005862,-0.0010117187500000013,0.0011449266603461687
9,1517194262927,-0.0004956054687499933,-0.0002841796874999414,0.00045312499999999867,0.0007291811442072977
10,1517194263002,-7.324218749993339e-06,0.00020410156250005862,-0.0010117187500000013,0.001032126891955068
11,1517194263085,-0.0004956054687499933,-0.0002841796874999414,-3.515625000000133e-05,0.0005723799763762946
12,1517194263167,-0.0004956054687499933,-0.0012607421874999414,0.00045312499999999867,0.0014284319758469553
13,1517194263242,-7.324218749993339e-06,-0.0002841796874999414,-3.515625000000133e-05,0.0002864396985089963
14,1517194263325,-7.324218749993339e-06,0.00020410156250005862,0.00045312499999999867,0.0004970245040440782
15,1517194263407,-7.324218749993339e-06,0.00020410156250005862,-3.515625000000133e-05,0.0002072367098496926
16,1517194263482,-7.324218749993339e-06,-0.0002841796874999414,-0.0005234375000000013,0.0005956496918274309
17,1517194263565,-7.324218749993339e-06,-0.0002841796874999414,-3.515625000000133e-05,0.0002864396985089963
18,1517194263647,-7.324218749993339e-06,0.00020410156250005862,0.0014296874999999987,0.0014442013154860056
